,Unnamed: 0,No,year,month,day,hour,season,PM_Dongsi,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2086,45910,45911,2015,3,28,22,1,36.0,28.0,43.0,-1.0,35.0,1016.0,14.0,NW,0.89,0.0,0.0
2087,45911,45912,2015,3,28,23,1,35.0,28.0,32.0,-1.0,29.0,1016.0,17.0,NW,2.68,0.0,0.0
2088,45912,45913,2015,3,29,0,1,33.0,30.0,40.0,0.0,46.0,1016.0,11.0,cv,0.45,0.0,0.0
2089,45913,45914,2015,3,29,1,1,29.0,36.0,64.0,1.0,57.0,1016.0,9.0,cv,0.9,0.0,0.0
2090,45914,45915,2015,3,29,2,1,78.0,36.0,73.0,1.0,65.0,1016.0,7.0,cv,1.79,0.0,0.0
2091,45915,45916,2015,3,29,3,1,49.0,56.0,55.0,0.0,60.0,1016.0,7.0,NE,1.79,0.0,0.0
2092,45916,45917,2015,3,29,4,1,50.0,69.0,52.0,1.0,65.0,1017.0,7.0,NW,1.79,0.0,0.0
2093,45917,45918,2015,3,29,5,1,53.0,61.0,71.0,1.0,65.0,1017.0,7.0,NE,0.89,0.0,0.0
2094,45918,45919,2015,3,29,6,1,46.0,58.0,56.0,1.0,65.0,1017.0,7.0,NE,1.78,0.0,0.0
2095,45919,45920,2015,3,29,7,1,55.0,70.0,63.0,1.0,53.0,1017.0,10.0,SE,1.79,0.0,0.0
2096,45920,45921,2015,3,29,8,1,101.0,121.0,118.0,3.0,50.0,1018.0,13.0,cv,0.89,0.0,0.0
2097,45921,45922,2015,3,29,9,1,122.0,150.0,144.0,4.0,47.0,1018.0,15.0,SE,3.13,0.0,0.0
2098,45922,45923,2015,3,29,10,1,130.0,145.0,127.0,4.0,47.0,1018.0,15.0,SE,3.13,0.0,0.0
2099,45923,45924,2015,3,29,11,1,142.0,159.0,142.0,4.0,41.0,1018.0,17.0,SE,3.13,0.0,0.0
2100,45924,45925,2015,3,29,12,1,137.0,160.0,139.0,4.0,34.0,1015.0,20.0,SE,8.05,0.0,0.0
2101,45925,45926,2015,3,29,13,1,115.0,145.0,139.0,4.0,32.0,1014.0,21.0,SE,12.07,0.0,0.0
2102,45926,45927,2015,3,29,14,1,58.0,81.0,139.0,4.0,30.0,1013.0,22.0,SE,16.09,0.0,0.0
2103,45927,45928,2015,3,29,15,1,55.0,68.0,139.0,1.0,23.0,1012.0,23.0,cv,3.13,0.0,0.0
2104,45928,45929,2015,3,29,16,1,57.0,71.0,58.0,-1.0,20.0,1011.0,23.0,SE,5.81,0.0,0.0
2105,45929,45930,2015,3,29,17,1,58.0,68.0,62.0,-1.0,20.0,1010.0,23.0,SE,11.62,0.0,0.0
2106,45930,45931,2015,3,29,18,1,61.0,71.0,67.0,-1.0,21.0,1010.0,22.0,SE,15.64,0.0,0.0
2107,45931,45932,2015,3,29,19,1,69.0,74.0,72.0,3.0,34.0,1011.0,19.0,SE,19.66,0.0,0.0
2108,45932,45933,2015,3,29,20,1,78.0,111.0,125.0,4.0,39.0,1011.0,18.0,SE,24.58,0.0,0.0
2109,45933,45934,2015,3,29,21,1,116.0,173.0,136.0,4.0,41.0,1011.0,17.0,SE,28.6,0.0,0.0
2110,45934,45935,2015,3,29,22,1,126.0,150.0,151.0,5.0,51.0,1011.0,15.0,SE,31.73,0.0,0.0
2111,45935,45936,2015,3,29,23,1,116.0,152.0,155.0,5.0,54.0,1011.0,14.0,NE,1.79,0.0,0.0
2112,45936,45937,2015,3,30,0,1,119.0,148.0,138.0,5.0,54.0,1010.0,14.0,SE,1.79,0.0,0.0
2113,45937,45938,2015,3,30,1,1,107.0,129.0,134.0,5.0,54.0,1010.0,14.0,SE,4.92,0.0,0.0
2114,45938,45939,2015,3,30,2,1,113.0,125.0,132.0,5.0,54.0,1010.0,14.0,SE,8.05,0.0,0.0
2115,45939,45940,2015,3,30,3,1,115.0,125.0,116.0,5.0,54.0,1009.0,14.0,SE,11.18,0.0,0.0
2116,45940,45941,2015,3,30,4,1,116.0,126.0,120.0,5.0,54.0,1009.0,14.0,SE,15.2,0.0,0.0
2117,45941,45942,2015,3,30,5,1,122.0,129.0,125.0,4.0,54.0,1009.0,13.0,SE,16.99,0.0,0.0
2118,45942,45943,2015,3,30,6,1,123.0,130.0,132.0,4.0,57.0,1010.0,12.0,SE,18.78,0.0,0.0
2119,45943,45944,2015,3,30,7,1,128.0,130.0,136.0,5.0,62.0,1010.0,12.0,SE,20.57,0.0,0.0
2120,45944,45945,2015,3,30,8,1,142.0,146.0,144.0,5.0,54.0,1010.0,14.0,SE,23.7,0.0,0.0
2121,45945,45946,2015,3,30,9,1,154.0,171.0,153.0,5.0,51.0,1011.0,15.0,SE,26.83,0.0,0.0
2122,45946,45947,2015,3,30,10,1,158.0,171.0,166.0,6.0,48.0,1011.0,17.0,SE,29.96,0.0,0.0
2123,45947,45948,2015,3,30,11,1,167.0,168.0,162.0,6.0,45.0,1010.0,18.0,SE,31.75,0.0,0.0
2124,45948,45949,2015,3,30,12,1,173.0,181.0,168.0,7.0,42.0,1009.0,20.0,SE,34.88,0.0,0.0
2125,45949,45950,2015,3,30,13,1,185.0,193.0,183.0,8.0,45.0,1008.0,20.0,SE,38.9,0.0,0.0
2126,45950,45951,2015,3,30,14,1,185.0,181.0,168.0,9.0,46.0,1007.0,21.0,cv,1.79,0.0,0.0
2127,45951,45952,2015,3,30,15,1,185.0,158.0,161.0,9.0,43.0,1007.0,22.0,SE,1.79,0.0,0.0
2128,45952,45953,2015,3,30,16,1,137.0,163.0,154.0,8.0,40.0,1006.0,22.0,cv,1.79,0.0,0.0
2129,45953,45954,2015,3,30,17,1,171.0,160.0,160.0,8.0,40.0,1006.0,22.0,SE,3.13,0.0,0.0
2130,45954,45955,2015,3,30,18,1,177.0,169.0,173.0,9.0,46.0,1007.0,21.0,SE,6.26,0.0,0.0
2131,45955,45956,2015,3,30,19,1,191.0,169.0,179.0,9.0,49.0,1007.0,20.0,SE,9.39,0.0,0.0
2132,45956,45957,2015,3,30,20,1,198.0,188.0,188.0,9.0,52.0,1008.0,19.0,SE,12.52,0.0,0.0
2133,45957,45958,2015,3,30,21,1,191.0,181.0,190.0,9.0,52.0,1009.0,19.0,SE,15.65,0.0,0.0
2134,45958,45959,2015,3,30,22,1,184.0,165.0,169.0,9.0,55.0,1009.0,18.0,SE,18.78,0.0,0.0
2135,45959,45960,2015,3,30,23,1,172.0,164.0,161.0,9.0,55.0,1009.0,18.0,SE,21.91,0.0,0.0
2136,45960,45961,2015,3,31,0,1,164.0,165.0,165.0,9.0,59.0,1009.0,17.0,SE,25.04,0.0,0.0
2137,45961,45962,2015,3,31,1,1,184.0,182.0,201.0,9.0,59.0,1009.0,17.0,SE,28.17,0.0,0.0
2138,45962,45963,2015,3,31,2,1,201.0,192.0,178.0,9.0,63.0,1010.0,16.0,cv,0.89,0.0,0.0
2139,45963,45964,2015,3,31,3,1,178.0,166.0,164.0,9.0,63.0,1009.0,16.0,SE,3.13,0.0,0.0
2140,45964,45965,2015,3,31,4,1,153.0,151.0,154.0,10.0,76.0,1009.0,14.0,SE,6.26,0.0,0.0
2141,45965,45966,2015,3,31,5,1,162.0,160.0,159.0,10.0,76.0,1010.0,14.0,SE,8.05,0.1,0.1
2142,45966,45967,2015,3,31,6,1,167.0,157.0,159.0,10.0,81.0,1010.0,13.0,SE,9.84,0.0,0.0
2143,45967,45968,2015,3,31,7,1,170.0,161.0,168.0,10.0,81.0,1011.0,13.0,cv,0.89,0.0,0.0
2144,45968,45969,2015,3,31,8,1,168.0,165.0,164.0,9.0,76.0,1012.0,13.0,SE,1.79,2.0,2.0
2145,45969,45970,2015,3,31,9,1,172.0,177.0,168.0,10.0,87.0,1014.0,12.0,SE,3.58,3.6,5.6
2146,45970,45971,2015,3,31,10,1,161.0,169.0,160.0,10.0,93.0,1015.0,11.0,SE,5.37,0.6,6.2
2147,45971,45972,2015,3,31,11,1,156.0,158.0,160.0,9.0,87.0,1016.0,11.0,SE,8.5,0.1,6.3
2148,45972,45973,2015,3,31,12,1,150.0,139.0,149.0,9.0,87.0,1016.0,11.0,SE,10.29,0.2,6.5
2149,45973,45974,2015,3,31,13,1,132.0,108.0,106.0,10.0,87.0,1016.0,12.0,SE,13.42,0.0,0.0
2150,45974,45975,2015,3,31,14,1,114.0,103.0,103.0,10.0,87.0,1016.0,12.0,SE,16.55,0.0,0.0
2151,45975,45976,2015,3,31,15,1,114.0,103.0,94.0,9.0,87.0,1016.0,11.0,SE,20.57,0.0,0.0
2152,45976,45977,2015,3,31,16,1,114.0,103.0,80.0,9.0,81.0,1017.0,12.0,SE,24.59,0.0,0.0
2153,45977,45978,2015,3,31,17,1,114.0,103.0,76.0,7.0,76.0,1017.0,11.0,SE,28.61,0.0,0.0
2154,45978,45979,2015,3,31,18,1,114.0,103.0,69.0,5.0,66.0,1018.0,11.0,SE,31.74,0.0,0.0
2155,45979,45980,2015,3,31,19,1,114.0,103.0,69.0,5.0,66.0,1019.0,11.0,SE,34.87,0.0,0.0
2156,45980,45981,2015,3,31,20,1,73.0,74.0,72.0,5.0,66.0,1020.0,11.0,SE,38.0,0.0,0.0
2157,45981,45982,2015,3,31,21,1,73.0,74.0,66.0,2.0,50.0,1021.0,12.0,SE,39.79,0.0,0.0
2158,45982,45983,2015,3,31,22,1,73.0,74.0,70.0,5.0,75.0,1022.0,9.0,cv,0.89,0.0,0.0
2159,45983,45984,2015,3,31,23,1,77.0,69.0,69.0,4.0,75.0,1022.0,8.0,cv,1.78,0.0,0.0
2160,45984,45985,2015,4,1,0,1,72.0,71.0,72.0,5.0,87.0,1023.0,7.0,SE,0.89,0.0,0.0
2161,45985,45986,2015,4,1,1,1,75.0,72.0,73.0,5.0,93.0,1023.0,6.0,NE,0.89,0.0,0.0
2162,45986,45987,2015,4,1,2,1,74.0,79.0,85.0,5.0,87.0,1023.0,7.0,cv,0.45,0.0,0.0
2163,45987,45988,2015,4,1,3,1,82.0,85.0,85.0,5.0,93.0,1022.0,6.0,cv,1.34,0.0,0.0
2164,45988,45989,2015,4,1,4,1,87.0,84.0,80.0,5.0,93.0,1022.0,6.0,cv,2.23,0.0,0.0
2165,45989,45990,2015,4,1,5,1,68.0,71.0,65.0,5.0,93.0,1023.0,6.0,NW,0.89,0.0,0.0
2166,45990,45991,2015,4,1,6,1,54.0,74.0,61.0,4.0,93.0,1023.0,5.0,cv,0.45,0.0,0.0
2167,45991,45992,2015,4,1,7,1,65.0,79.0,81.0,4.0,86.0,1024.0,6.0,SE,1.79,0.0,0.0
2168,45992,45993,2015,4,1,8,1,85.0,100.0,84.0,4.0,70.0,1024.0,9.0,cv,0.89,0.0,0.0
2169,45993,45994,2015,4,1,9,1,61.0,78.0,75.0,2.0,53.0,1024.0,11.0,cv,1.78,0.0,0.0
2170,45994,45995,2015,4,1,10,1,61.0,78.0,37.0,0.0,43.0,1024.0,12.0,SE,1.79,0.0,0.0
2171,45995,45996,2015,4,1,11,1,31.0,26.0,27.0,-2.0,35.0,1023.0,13.0,cv,0.89,0.0,0.0
2172,45996,45997,2015,4,1,12,1,29.0,23.0,30.0,-6.0,24.0,1022.0,14.0,SE,4.02,0.0,0.0
2173,45997,45998,2015,4,1,13,1,35.0,33.0,28.0,-8.0,22.0,1021.0,13.0,SE,7.15,0.0,0.0
2174,45998,45999,2015,4,1,14,1,36.0,30.0,30.0,-8.0,22.0,1020.0,13.0,SE,10.28,0.0,0.0
2175,45999,46000,2015,4,1,15,1,40.0,36.0,37.0,-6.0,26.0,1019.0,13.0,SE,13.41,0.0,0.0
2176,46000,46001,2015,4,1,16,1,36.0,38.0,32.0,-6.0,26.0,1017.0,13.0,SE,16.54,0.0,0.0
2177,46001,46002,2015,4,1,17,1,42.0,44.0,39.0,-7.0,25.0,1017.0,12.0,SE,19.67,0.0,0.0
2178,46002,46003,2015,4,1,18,1,38.0,34.0,41.0,-2.0,40.0,1016.0,11.0,SE,21.46,0.0,0.0
2179,46003,46004,2015,4,1,19,1,39.0,36.0,43.0,-2.0,40.0,1015.0,11.0,cv,0.89,0.0,0.0
2180,46004,46005,2015,4,1,20,1,54.0,49.0,44.0,-3.0,37.0,1016.0,11.0,NW,1.79,0.0,0.0
2181,46005,46006,2015,4,1,21,1,52.0,45.0,44.0,-4.0,32.0,1015.0,12.0,NW,3.58,0.2,0.2
2182,46006,46007,2015,4,1,22,1,53.0,44.0,52.0,-1.0,46.0,1014.0,10.0,NW,6.71,0.0,0.0
2183,46007,46008,2015,4,1,23,1,46.0,46.0,48.0,0.0,49.0,1014.0,10.0,NW,10.73,0.4,0.4
2184,46008,46009,2015,4,2,0,1,42.0,44.0,40.0,4.0,81.0,1012.0,7.0,NW,15.65,3.3,3.7
2185,46009,46010,2015,4,2,1,1,50.0,51.0,46.0,4.0,86.0,1012.0,6.0,NW,19.67,4.5,8.2
2186,46010,46011,2015,4,2,2,1,45.0,49.0,37.0,4.0,86.0,1010.0,6.0,NW,22.8,1.9,10.1
2187,46011,46012,2015,4,2,3,1,48.0,45.0,42.0,4.0,86.0,1009.0,6.0,NW,25.93,1.7,11.8
2188,46012,46013,2015,4,2,4,1,48.0,42.0,47.0,5.0,100.0,1008.0,5.0,NW,27.72,1.1,12.9
2189,46013,46014,2015,4,2,5,1,51.0,49.0,49.0,3.0,86.0,1007.0,5.0,cv,0.45,0.2,13.1
2190,46014,46015,2015,4,2,6,1,50.0,48.0,51.0,4.0,93.0,1006.0,5.0,NW,1.79,0.1,13.2
2191,46015,46016,2015,4,2,7,1,62.0,63.0,58.0,4.0,93.0,1005.0,5.0,NW,5.81,0.0,0.0
2192,46016,46017,2015,4,2,8,1,56.0,60.0,55.0,4.0,93.0,1004.0,5.0,NW,10.73,0.0,0.0
2193,46017,46018,2015,4,2,9,1,55.0,59.0,54.0,3.0,81.0,1003.0,6.0,NW,14.75,0.4,0.4
2194,46018,46019,2015,4,2,10,1,49.0,52.0,48.0,4.0,86.0,1002.0,6.0,NW,19.67,0.0,0.0
2195,46019,46020,2015,4,2,11,1,42.0,48.0,42.0,5.0,81.0,1001.0,8.0,NW,24.59,0.0,0.0
2196,46020,46021,2015,4,2,12,1,25.0,41.0,29.0,5.0,81.0,1000.0,8.0,NW,29.51,0.0,0.0
2197,46021,46022,2015,4,2,13,1,31.0,33.0,31.0,6.0,76.0,999.0,10.0,NW,33.53,0.0,0.0
2198,46022,46023,2015,4,2,14,1,36.0,29.0,35.0,6.0,66.0,998.0,12.0,NW,37.55,0.0,0.0
2199,46023,46024,2015,4,2,15,1,36.0,40.0,36.0,5.0,62.0,997.0,12.0,NE,1.79,0.0,0.0
2200,46024,46025,2015,4,2,16,1,38.0,42.0,39.0,6.0,62.0,997.0,13.0,NE,4.92,0.0,0.0
2201,46025,46026,2015,4,2,17,1,42.0,39.0,34.0,5.0,58.0,998.0,13.0,NW,3.13,0.0,0.0
2202,46026,46027,2015,4,2,18,1,22.0,21.0,17.0,5.0,62.0,999.0,12.0,SE,1.79,0.0,0.0
2203,46027,46028,2015,4,2,19,1,18.0,20.0,17.0,5.0,62.0,999.0,12.0,cv,0.89,0.0,0.0
2204,46028,46029,2015,4,2,20,1,17.0,17.0,18.0,5.0,58.0,1001.0,13.0,NW,1.79,0.0,0.0
2205,46029,46030,2015,4,2,21,1,13.0,13.0,12.0,5.0,62.0,1002.0,12.0,NW,4.92,0.0,0.0
2206,46030,46031,2015,4,2,22,1,13.0,17.0,12.0,2.0,44.0,1003.0,14.0,NW,10.73,0.0,0.0
2207,46031,46032,2015,4,2,23,1,12.0,13.0,11.0,4.0,66.0,1004.0,10.0,SE,3.13,0.0,0.0
2208,46032,46033,2015,4,3,0,1,14.0,14.0,15.0,4.0,70.0,1005.0,9.0,cv,1.79,0.0,0.0
2209,46033,46034,2015,4,3,1,1,18.0,21.0,20.0,4.0,61.0,1006.0,11.0,NE,3.13,0.0,0.0
2210,46034,46035,2015,4,3,2,1,18.0,23.0,21.0,4.0,66.0,1007.0,10.0,NE,6.26,0.0,0.0
2211,46035,46036,2015,4,3,3,1,25.0,20.0,27.0,3.0,75.0,1008.0,7.0,NW,3.13,0.0,0.0
2212,46036,46037,2015,4,3,4,1,19.0,21.0,19.0,2.0,75.0,1008.0,6.0,NW,7.15,0.0,0.0
2213,46037,46038,2015,4,3,5,1,20.0,23.0,18.0,1.0,65.0,1010.0,7.0,NW,10.28,0.0,0.0
2214,46038,46039,2015,4,3,6,1,19.0,18.0,19.0,1.0,65.0,1011.0,7.0,NW,13.41,0.0,0.0
2215,46039,46040,2015,4,3,7,1,19.0,22.0,18.0,2.0,61.0,1012.0,9.0,NW,16.54,0.0,0.0
2216,46040,46041,2015,4,3,8,1,17.0,18.0,20.0,0.0,46.0,1013.0,11.0,NE,3.13,0.0,0.0
2217,46041,46042,2015,4,3,9,1,12.0,21.0,18.0,2.0,47.0,1013.0,13.0,NE,6.26,0.0,0.0
2218,46042,46043,2015,4,3,10,1,13.0,14.0,21.0,0.0,38.0,1014.0,14.0,cv,1.79,0.0,0.0
2219,46043,46044,2015,4,3,11,1,16.0,6.0,14.0,0.0,35.0,1013.0,15.0,NE,4.02,0.0,0.0
2220,46044,46045,2015,4,3,12,1,23.0,14.0,23.0,1.0,36.0,1013.0,16.0,cv,1.79,0.0,0.0
2221,46045,46046,2015,4,3,13,1,37.0,41.0,38.0,2.0,38.0,1013.0,16.0,SE,4.02,0.0,0.0
2222,46046,46047,2015,4,3,14,1,38.0,40.0,30.0,0.0,33.0,1012.0,16.0,SE,9.83,0.0,0.0
2223,46047,46048,2015,4,3,15,1,40.0,33.0,42.0,0.0,33.0,1012.0,16.0,SE,14.75,0.0,0.0
2224,46048,46049,2015,4,3,16,1,48.0,46.0,44.0,1.0,36.0,1012.0,16.0,SE,19.67,0.0,0.0
2225,46049,46050,2015,4,3,17,1,61.0,55.0,54.0,2.0,38.0,1012.0,16.0,SE,22.8,0.0,0.0
2226,46050,46051,2015,4,3,18,1,81.0,69.0,70.0,2.0,44.0,1012.0,14.0,SE,26.82,0.0,0.0
2227,46051,46052,2015,4,3,19,1,69.0,70.0,62.0,3.0,50.0,1013.0,13.0,SE,30.84,0.0,0.0
2228,46052,46053,2015,4,3,20,1,53.0,55.0,56.0,3.0,54.0,1013.0,12.0,SE,34.86,0.0,0.0
2229,46053,46054,2015,4,3,21,1,37.0,41.0,33.0,3.0,57.0,1014.0,11.0,SE,38.88,0.0,0.0
2230,46054,46055,2015,4,3,22,1,34.0,31.0,32.0,2.0,53.0,1014.0,11.0,SE,43.8,0.0,0.0
2231,46055,46056,2015,4,3,23,1,39.0,35.0,34.0,2.0,57.0,1014.0,10.0,SE,48.72,0.0,0.0
2232,46056,46057,2015,4,4,0,1,36.0,38.0,34.0,2.0,61.0,1014.0,9.0,SE,51.85,0.0,0.0
2233,46057,46058,2015,4,4,1,1,41.0,42.0,40.0,3.0,66.0,1014.0,9.0,SE,55.87,0.0,0.0
2234,46058,46059,2015,4,4,2,1,38.0,40.0,34.0,3.0,66.0,1013.0,9.0,SE,59.0,0.0,0.0
2235,46059,46060,2015,4,4,3,1,34.0,35.0,37.0,2.0,65.0,1012.0,8.0,SE,62.13,0.0,0.0
2236,46060,46061,2015,4,4,4,1,36.0,38.0,31.0,2.0,65.0,1012.0,8.0,SE,63.92,0.0,0.0
2237,46061,46062,2015,4,4,5,1,42.0,39.0,36.0,2.0,61.0,1011.0,9.0,SE,67.94,0.0,0.0
2238,46062,46063,2015,4,4,6,1,41.0,34.0,44.0,3.0,66.0,1012.0,9.0,cv,0.89,0.0,0.0
2239,46063,46064,2015,4,4,7,1,47.0,45.0,39.0,3.0,66.0,1013.0,9.0,SE,0.89,0.0,0.0
2240,46064,46065,2015,4,4,8,1,53.0,51.0,56.0,3.0,61.0,1013.0,10.0,SE,2.68,0.0,0.0
2241,46065,46066,2015,4,4,9,1,79.0,72.0,71.0,1.0,46.0,1012.0,12.0,SE,5.81,0.0,0.0
2242,46066,46067,2015,4,4,10,1,86.0,81.0,72.0,2.0,50.0,1013.0,12.0,SE,8.94,0.0,0.0
2243,46067,46068,2015,4,4,11,1,85.0,85.0,77.0,2.0,44.0,1012.0,14.0,SE,12.96,0.0,0.0
2244,46068,46069,2015,4,4,12,1,82.0,87.0,76.0,1.0,38.0,1011.0,15.0,cv,3.13,0.0,0.0
2245,46069,46070,2015,4,4,13,1,81.0,75.0,69.0,1.0,36.0,1012.0,16.0,SE,4.02,0.0,0.0
2246,46070,46071,2015,4,4,14,1,77.0,85.0,74.0,2.0,36.0,1011.0,17.0,SE,8.04,0.0,0.0
2247,46071,46072,2015,4,4,15,1,75.0,78.0,73.0,2.0,36.0,1011.0,17.0,cv,1.79,0.0,0.0
2248,46072,46073,2015,4,4,16,1,79.0,70.0,78.0,2.0,36.0,1011.0,17.0,cv,2.68,0.0,0.0
2249,46073,46074,2015,4,4,17,1,85.0,78.0,78.0,2.0,36.0,1010.0,17.0,SE,1.79,0.0,0.0
2250,46074,46075,2015,4,4,18,1,92.0,88.0,87.0,3.0,41.0,1010.0,16.0,SE,3.58,0.0,0.0
2251,46075,46076,2015,4,4,19,1,98.0,99.0,93.0,3.0,44.0,1011.0,15.0,SE,6.71,0.0,0.0
2252,46076,46077,2015,4,4,20,1,104.0,104.0,96.0,4.0,50.0,1013.0,14.0,SE,10.73,0.0,0.0
2253,46077,46078,2015,4,4,21,1,110.0,103.0,86.0,4.0,50.0,1014.0,14.0,SE,15.65,0.0,0.0
2254,46078,46079,2015,4,4,22,1,112.0,107.0,103.0,4.0,50.0,1014.0,14.0,SE,18.78,0.0,0.0
2255,46079,46080,2015,4,4,23,1,123.0,118.0,112.0,4.0,54.0,1015.0,13.0,SE,20.57,0.0,0.0
2256,46080,46081,2015,4,5,0,1,127.0,127.0,121.0,5.0,62.0,1015.0,12.0,SE,22.36,0.0,0.0
2257,46081,46082,2015,4,5,1,1,139.0,130.0,131.0,5.0,66.0,1014.0,11.0,NE,1.79,0.0,0.0
2258,46082,46083,2015,4,5,2,1,142.0,134.0,133.0,6.0,71.0,1014.0,11.0,SE,0.89,0.0,0.0
2259,46083,46084,2015,4,5,3,1,138.0,143.0,137.0,6.0,81.0,1014.0,9.0,NE,0.89,0.0,0.0
2260,46084,46085,2015,4,5,4,1,120.0,135.0,134.0,6.0,76.0,1014.0,10.0,NE,1.78,0.0,0.0
2261,46085,46086,2015,4,5,5,1,135.0,141.0,147.0,6.0,76.0,1014.0,10.0,NW,0.89,0.0,0.0
2262,46086,46087,2015,4,5,6,1,113.0,145.0,141.0,6.0,76.0,1015.0,10.0,NW,2.68,0.0,0.0
2263,46087,46088,2015,4,5,7,1,37.0,71.0,51.0,5.0,66.0,1015.0,11.0,NW,5.81,0.0,0.0
2264,46088,46089,2015,4,5,8,1,21.0,17.0,21.0,-1.0,33.0,1016.0,15.0,NW,8.94,0.0,0.0
2265,46089,46090,2015,4,5,9,1,21.0,22.0,26.0,-7.0,21.0,1016.0,15.0,NW,14.75,0.0,0.0
2266,46090,46091,2015,4,5,10,1,26.0,26.0,27.0,-10.0,14.0,1017.0,17.0,NW,25.93,0.0,0.0
2267,46091,46092,2015,4,5,11,1,28.0,31.0,18.0,-10.0,14.0,1017.0,17.0,NW,35.76,0.0,0.0
2268,46092,46093,2015,4,5,12,1,20.0,26.0,24.0,-9.0,15.0,1017.0,18.0,NW,43.81,0.0,0.0
2269,46093,46094,2015,4,5,13,1,21.0,19.0,21.0,-8.0,17.0,1017.0,17.0,NW,54.99,0.0,0.0
2270,46094,46095,2015,4,5,14,1,21.0,23.0,20.0,-7.0,18.0,1017.0,17.0,NW,64.82,0.0,0.0
2271,46095,46096,2015,4,5,15,1,26.0,29.0,24.0,-8.0,17.0,1017.0,17.0,NW,76.0,0.0,0.0
2272,46096,46097,2015,4,5,16,1,22.0,23.0,19.0,-8.0,17.0,1018.0,17.0,NW,84.94,0.0,0.0
2273,46097,46098,2015,4,5,17,1,15.0,19.0,19.0,-8.0,19.0,1019.0,15.0,NW,94.77,0.0,0.0
2274,46098,46099,2015,4,5,18,1,20.0,15.0,24.0,-9.0,20.0,1020.0,13.0,NW,103.71,0.0,0.0
2275,46099,46100,2015,4,5,19,1,24.0,20.0,17.0,-9.0,23.0,1022.0,11.0,NW,111.76,0.0,0.0
2276,46100,46101,2015,4,5,20,1,25.0,15.0,25.0,-9.0,25.0,1023.0,10.0,NW,118.91,0.0,0.0
2277,46101,46102,2015,4,5,21,1,26.0,27.0,28.0,-10.0,24.0,1025.0,9.0,NW,126.06,0.0,0.0
2278,46102,46103,2015,4,5,22,1,27.0,29.0,26.0,-10.0,26.0,1026.0,8.0,NW,134.11,0.0,0.0
2279,46103,46104,2015,4,5,23,1,24.0,20.0,20.0,-11.0,24.0,1027.0,8.0,NW,141.26,0.0,0.0
2280,46104,46105,2015,4,6,0,1,20.0,19.0,21.0,-10.0,28.0,1028.0,7.0,NW,147.07,0.0,0.0
2281,46105,46106,2015,4,6,1,1,21.0,20.0,20.0,-11.0,28.0,1028.0,6.0,NW,151.99,0.0,0.0
2282,46106,46107,2015,4,6,2,1,16.0,14.0,21.0,-12.0,26.0,1028.0,6.0,NE,7.15,0.0,0.0
2283,46107,46108,2015,4,6,3,1,20.0,17.0,14.0,-12.0,27.0,1028.0,5.0,NW,7.15,0.0,0.0
2284,46108,46109,2015,4,6,4,1,15.0,14.0,16.0,-11.0,30.0,1029.0,5.0,NE,4.92,0.0,0.0
2285,46109,46110,2015,4,6,5,1,18.0,18.0,15.0,-11.0,32.0,1030.0,4.0,NE,9.84,0.0,0.0
2286,46110,46111,2015,4,6,6,1,18.0,17.0,17.0,-12.0,30.0,1031.0,4.0,NE,14.76,0.0,0.0
2287,46111,46112,2015,4,6,7,1,16.0,22.0,14.0,-12.0,30.0,1032.0,4.0,NE,20.57,0.0,0.0
2288,46112,46113,2015,4,6,8,1,16.0,14.0,17.0,-12.0,27.0,1033.0,5.0,NE,26.38,0.0,0.0
2289,46113,46114,2015,4,6,9,1,15.0,20.0,22.0,-13.0,24.0,1033.0,6.0,NE,32.19,0.0,0.0
2290,46114,46115,2015,4,6,10,1,18.0,15.0,20.0,-13.0,22.0,1033.0,7.0,NE,37.11,0.0,0.0
2291,46115,46116,2015,4,6,11,1,17.0,12.0,16.0,-12.0,22.0,1033.0,8.0,NE,40.24,0.0,0.0
2292,46116,46117,2015,4,6,12,1,20.0,3.0,13.0,-13.0,20.0,1032.0,8.0,NW,3.13,0.0,0.0
2293,46117,46118,2015,4,6,13,1,18.0,18.0,13.0,-11.0,21.0,1031.0,10.0,NE,1.79,0.0,0.0
2294,46118,46119,2015,4,6,14,1,20.0,20.0,13.0,-13.0,18.0,1030.0,10.0,cv,1.79,0.0,0.0
2295,46119,46120,2015,4,6,15,1,19.0,15.0,13.0,-12.0,19.0,1029.0,10.0,NE,1.79,0.0,0.0
2296,46120,46121,2015,4,6,16,1,20.0,28.0,13.0,-13.0,16.0,1028.0,12.0,cv,0.89,0.0,0.0
2297,46121,46122,2015,4,6,17,1,27.0,37.0,13.0,-13.0,17.0,1027.0,11.0,NE,1.79,0.0,0.0
2298,46122,46123,2015,4,6,18,1,33.0,24.0,13.0,-12.0,19.0,1028.0,10.0,SE,3.13,0.0,0.0
2299,46123,46124,2015,4,6,19,1,36.0,33.0,13.0,-12.0,22.0,1028.0,8.0,SE,7.15,0.0,0.0
2300,46124,46125,2015,4,6,20,1,38.0,34.0,13.0,-12.0,22.0,1029.0,8.0,SE,11.17,0.0,0.0
2301,46125,46126,2015,4,6,21,1,42.0,35.0,37.0,-11.0,24.0,1030.0,8.0,SE,12.96,0.0,0.0
